time,wx,wy,wz
2020-12-08 8:57:06.4230,0.91,-0.43,-0.3
2020-12-08 8:57:06.4260,0.91,-0.43,-0.3
2020-12-08 8:57:06.4440,0.97,-0.42,-0.19
2020-12-08 8:57:06.4470,0.88,-0.44,-0.09
2020-12-08 8:57:06.4640,0.34,-0.41,-0.07
2020-12-08 8:57:06.4670,0.34,-0.41,-0.07
2020-12-08 8:57:06.4840,0.04,-0.25,-0.13
2020-12-08 8:57:06.4860,0.04,-0.25,-0.13
2020-12-08 8:57:06.5040,-0.3,-0.23,-0.06
2020-12-08 8:57:06.5070,-0.3,-0.23,-0.06
2020-12-08 8:57:06.5240,-0.68,-0.42,0.12
2020-12-08 8:57:06.5270,-0.68,-0.42,0.12
2020-12-08 8:57:06.5440,-1.01,-0.67,0.19
2020-12-08 8:57:06.5490,-1.44,-0.92,0.16
2020-12-08 8:57:06.5640,-2.83,-1.3,0.07
2020-12-08 8:57:06.5670,-2.83,-1.3,0.07
2020-12-08 8:57:06.5840,-4.19,-1.17,0.3
2020-12-08 8:57:06.5870,-4.19,-1.17,0.3
2020-12-08 8:57:06.6040,-4.16,-0.72,-0.06
2020-12-08 8:57:06.6080,-4.16,-0.72,-0.06
2020-12-08 8:57:06.6280,-2.95,-0.72,-0.44
2020-12-08 8:57:06.6280,-2.95,-0.72,-0.44
2020-12-08 8:57:06.6440,-2.42,-1.16,-0.51
2020-12-08 8:57:06.6470,-1.96,-1.74,-0.53
2020-12-08 8:57:06.6640,-1.48,-2.4,-0.68
2020-12-08 8:57:06.6680,-1.48,-2.4,-0.68
2020-12-08 8:57:06.6830,-1.1,-2.19,-0.73
2020-12-08 8:57:06.6860,-1.1,-2.19,-0.73
2020-12-08 8:57:06.7040,-0.86,-1.56,-0.81
2020-12-08 8:57:06.7070,-0.86,-1.56,-0.81
2020-12-08 8:57:06.7240,-0.49,-0.9,-1.12
2020-12-08 8:57:06.7270,-0.49,-0.9,-1.12
2020-12-08 8:57:06.7440,-0.22,-0.79,-1.2
2020-12-08 8:57:06.7480,0.06,-0.88,-1.24
2020-12-08 8:57:06.7640,0.23,-1.05,-1.33
2020-12-08 8:57:06.7670,0.31,-1.19,-1.45
2020-12-08 8:57:06.7840,0.34,-1.34,-1.53
2020-12-08 8:57:06.7870,0.26,-1.39,-1.63
2020-12-08 8:57:06.8040,0.11,-1.28,-1.76
2020-12-08 8:57:06.8150,-0.08,-1.04,-1.94
2020-12-08 8:57:06.8300,-0.44,-0.28,-2.14
2020-12-08 8:57:06.8310,-0.44,-0.28,-2.14
2020-12-08 8:57:06.8440,-0.64,0.39,-1.9
2020-12-08 8:57:06.8480,-0.74,0.97,-1.58
2020-12-08 8:57:06.8640,-0.79,1.33,-1.49
2020-12-08 8:57:06.8680,-0.92,1.56,-1.51
2020-12-08 8:57:06.8840,-1.1,1.34,-1.36
2020-12-08 8:57:06.8870,-1.19,0.53,-1.18
2020-12-08 8:57:06.9040,-1.23,-0.57,-1.17
2020-12-08 8:57:06.9120,-1.6,-1.25,-1.15
2020-12-08 8:57:06.9240,-2.09,-1.41,-0.88
2020-12-08 8:57:06.9280,-2.38,-1.3,-0.42
2020-12-08 8:57:06.9440,-2.85,-1.43,0.24
2020-12-08 8:57:06.9480,-3.6,-1.89,0.91
2020-12-08 8:57:06.9640,-4.45,-2.55,1.33
2020-12-08 8:57:06.9670,-5.23,-3.11,1.4
2020-12-08 8:57:06.9840,-5.75,-3.3,1.06
2020-12-08 8:57:06.9880,-6.18,-3.11,0.32
2020-12-08 8:57:07.0040,-6.36,-2.28,-0.58
2020-12-08 8:57:07.0070,-6.22,-1.02,-1.12
2020-12-08 8:57:07.0260,-5.58,-0.24,-0.93
2020-12-08 8:57:07.0300,-4.3,0.02,-0.33
2020-12-08 8:57:07.0440,-2.55,-0.25,0.08
2020-12-08 8:57:07.0490,-0.64,-0.79,0.03
2020-12-08 8:57:07.0640,1.17,-1.42,-0.34
2020-12-08 8:57:07.0670,2.64,-2.05,-0.73
2020-12-08 8:57:07.0840,3.63,-2.58,-1.01
2020-12-08 8:57:07.0870,4.16,-2.83,-1.01
2020-12-08 8:57:07.1040,4.27,-2.48,-0.94
2020-12-08 8:57:07.1120,3.96,-2.03,-0.86
2020-12-08 8:57:07.1240,3.58,-1.29,-0.72
2020-12-08 8:57:07.1280,3.25,-0.75,-0.61
2020-12-08 8:57:07.1440,2.87,-0.37,-0.54
2020-12-08 8:57:07.1490,2.61,-0.09,-0.36
2020-12-08 8:57:07.1650,2.39,0.01,-0.25
2020-12-08 8:57:07.1680,2.26,-0.02,-0.17
2020-12-08 8:57:07.1840,2.16,-0.21,-0.26
2020-12-08 8:57:07.1880,2.08,-0.52,-0.56
2020-12-08 8:57:07.2200,1.98,-1.07,-1.49
2020-12-08 8:57:07.2200,1.98,-1.07,-1.49
2020-12-08 8:57:07.2240,1.99,-1.01,-1.73
2020-12-08 8:57:07.2320,1.99,-0.74,-1.8
2020-12-08 8:57:07.2440,1.9,-0.33,-1.77
2020-12-08 8:57:07.2470,1.7,0.13,-1.65
2020-12-08 8:57:07.2640,1.41,0.59,-1.49
2020-12-08 8:57:07.2670,1.03,0.92,-1.35
2020-12-08 8:57:07.2840,0.72,1.09,-1.26
2020-12-08 8:57:07.2860,0.45,1.2,-1.3
2020-12-08 8:57:07.3040,0.21,1.03,-1.2
2020-12-08 8:57:07.3090,0.05,0.67,-1.13
2020-12-08 8:57:07.3240,0.0,0.67,-1.12
2020-12-08 8:57:07.3260,-0.04,0.71,-1.08
2020-12-08 8:57:07.3440,-0.15,0.66,-1.0
2020-12-08 8:57:07.3470,-0.4,0.8,-0.89
2020-12-08 8:57:07.3640,-0.75,1.18,-0.62
2020-12-08 8:57:07.3670,-1.18,1.46,-0.19
2020-12-08 8:57:07.3840,-1.9,1.35,0.18
2020-12-08 8:57:07.3870,-3.05,0.91,0.39
2020-12-08 8:57:07.4040,-4.33,0.35,0.39
2020-12-08 8:57:07.4110,-5.4,-0.04,0.18
2020-12-08 8:57:07.4240,-5.94,0.42,-0.06
2020-12-08 8:57:07.4270,-6.14,1.35,-0.04
2020-12-08 8:57:07.4440,-6.23,2.14,0.13
2020-12-08 8:57:07.4480,-6.27,2.65,0.26
2020-12-08 8:57:07.4640,-6.11,2.78,0.29
2020-12-08 8:57:07.4670,-5.68,2.42,0.43
2020-12-08 8:57:07.4840,-4.93,1.78,0.84
2020-12-08 8:57:07.4870,-3.7,1.07,1.32
2020-12-08 8:57:07.5040,-2.1,0.12,1.59
2020-12-08 8:57:07.5120,-0.46,-1.04,1.57
2020-12-08 8:57:07.5240,1.0,-1.94,1.34
2020-12-08 8:57:07.5280,2.29,-2.69,1.11
2020-12-08 8:57:07.5440,3.32,-3.38,0.91
2020-12-08 8:57:07.5480,3.92,-3.92,0.69
2020-12-08 8:57:07.5640,4.12,-4.19,0.49
2020-12-08 8:57:07.5670,4.07,-4.23,0.33
2020-12-08 8:57:07.5840,3.87,-4.13,0.15
2020-12-08 8:57:07.5880,3.6,-3.78,-0.04
2020-12-08 8:57:07.6040,3.28,-3.27,-0.21
2020-12-08 8:57:07.6130,2.93,-2.73,-0.47
2020-12-08 8:57:07.6250,2.57,-2.2,-0.8
2020-12-08 8:57:07.6280,2.23,-1.67,-1.18
2020-12-08 8:57:07.6440,1.96,-1.18,-1.6
2020-12-08 8:57:07.6480,1.77,-0.75,-2.05
2020-12-08 8:57:07.6640,1.62,-0.37,-2.51
2020-12-08 8:57:07.6670,1.52,-0.01,-2.89
2020-12-08 8:57:07.6840,1.51,0.28,-3.17
2020-12-08 8:57:07.6880,1.6,0.4,-3.33
2020-12-08 8:57:07.7040,1.71,0.36,-3.36
2020-12-08 8:57:07.7120,1.67,0.17,-3.13
2020-12-08 8:57:07.7250,1.42,-0.25,-2.74
2020-12-08 8:57:07.7280,1.0,-0.91,-2.36
2020-12-08 8:57:07.7440,0.56,-1.67,-2.11
2020-12-08 8:57:07.7480,0.13,-2.21,-1.99
2020-12-08 8:57:07.7640,-0.42,-2.24,-1.95
2020-12-08 8:57:07.7680,-1.15,-1.87,-1.83
2020-12-08 8:57:07.7840,-2.04,-1.16,-1.38
2020-12-08 8:57:07.7880,-3.08,-0.26,-0.68
2020-12-08 8:57:07.8040,-4.27,0.54,0.12
2020-12-08 8:57:07.8130,-5.42,1.14,1.06
2020-12-08 8:57:07.8250,-6.38,1.74,2.05
2020-12-08 8:57:07.8280,-7.11,2.26,2.93
2020-12-08 8:57:07.8440,-7.57,2.63,3.65
2020-12-08 8:57:07.8480,-7.81,2.93,4.08
2020-12-08 8:57:07.8640,-7.75,3.24,4.25
2020-12-08 8:57:07.8680,-7.14,3.66,4.25
2020-12-08 8:57:07.8840,-5.99,3.76,4.06
2020-12-08 8:57:07.8870,-4.54,3.59,3.5
2020-12-08 8:57:07.9040,-3.0,3.17,2.51
2020-12-08 8:57:07.9120,-1.4,2.42,1.41
2020-12-08 8:57:07.9240,0.26,1.3,0.53
2020-12-08 8:57:07.9280,1.91,-0.03,-0.01
2020-12-08 8:57:07.9440,3.4,-1.22,-0.25
2020-12-08 8:57:07.9480,4.66,-2.19,-0.32
2020-12-08 8:57:07.9640,5.72,-3.02,-0.28
2020-12-08 8:57:07.9670,6.66,-3.69,-0.32
2020-12-08 8:57:07.9840,7.42,-4.14,-0.49
2020-12-08 8:57:07.9870,7.91,-4.37,-0.69
2020-12-08 8:57:08.0040,8.06,-4.37,-0.92
2020-12-08 8:57:08.0120,7.76,-4.13,-1.07
2020-12-08 8:57:08.0260,5.77,-2.91,-0.94
2020-12-08 8:57:08.0300,5.77,-2.91,-0.94
2020-12-08 8:57:08.0440,4.46,-2.15,-0.77
2020-12-08 8:57:08.0490,3.25,-1.46,-0.65
2020-12-08 8:57:08.0640,2.24,-0.94,-0.65
2020-12-08 8:57:08.0670,1.49,-0.56,-0.78
2020-12-08 8:57:08.0840,0.97,-0.29,-1.07
2020-12-08 8:57:08.0870,0.65,-0.07,-1.45
2020-12-08 8:57:08.1040,0.47,0.12,-1.81
2020-12-08 8:57:08.1120,0.49,0.33,-1.98
2020-12-08 8:57:08.1240,0.71,0.39,-1.9
2020-12-08 8:57:08.1280,0.96,0.13,-1.68
2020-12-08 8:57:08.1440,1.17,-0.39,-1.55
2020-12-08 8:57:08.1480,1.29,-0.93,-1.62
2020-12-08 8:57:08.1640,1.23,-1.43,-1.96
2020-12-08 8:57:08.1680,0.81,-1.67,-2.3
2020-12-08 8:57:08.1850,-0.05,-1.46,-2.29
2020-12-08 8:57:08.1890,-1.3,-0.82,-1.97
2020-12-08 8:57:08.2040,-2.83,0.09,-1.47
2020-12-08 8:57:08.2130,-4.46,0.91,-0.82
2020-12-08 8:57:08.2250,-5.88,1.41,0.08
2020-12-08 8:57:08.2290,-6.81,1.51,1.12
2020-12-08 8:57:08.2470,-6.71,0.04,2.83
2020-12-08 8:57:08.2510,-6.71,0.04,2.83
2020-12-08 8:57:08.2650,-4.29,-1.79,1.81
2020-12-08 8:57:08.2680,-4.29,-1.79,1.81
2020-12-08 8:57:08.2850,-1.02,-2.05,0.21
2020-12-08 8:57:08.2880,-1.02,-2.05,0.21
2020-12-08 8:57:08.3200,1.67,-1.25,0.7
2020-12-08 8:57:08.3210,1.67,-1.25,0.7
2020-12-08 8:57:08.3250,3.08,-0.66,0.84
2020-12-08 8:57:08.3280,3.08,-0.66,0.84
2020-12-08 8:57:08.3460,3.37,-0.52,0.59
2020-12-08 8:57:08.3510,3.44,-0.38,0.38
2020-12-08 8:57:08.3650,3.16,-0.22,-0.01
2020-12-08 8:57:08.3680,3.16,-0.22,-0.01
2020-12-08 8:57:08.3850,2.66,-0.07,-0.36
2020-12-08 8:57:08.3890,2.66,-0.07,-0.36
2020-12-08 8:57:08.4200,2.28,0.13,-0.51
2020-12-08 8:57:08.4210,2.28,0.13,-0.51
2020-12-08 8:57:08.4250,2.15,0.19,-0.6
2020-12-08 8:57:08.4290,2.07,0.18,-0.72
2020-12-08 8:57:08.4460,2.01,0.16,-0.85
2020-12-08 8:57:08.4500,1.97,0.19,-0.95
2020-12-08 8:57:08.4650,1.92,0.42,-1.07
2020-12-08 8:57:08.4690,1.92,0.42,-1.07
2020-12-08 8:57:08.4850,1.64,0.73,-0.96
2020-12-08 8:57:08.4900,1.64,0.73,-0.96
2020-12-08 8:57:08.5220,1.21,0.68,-0.88
2020-12-08 8:57:08.5220,1.21,0.68,-0.88
2020-12-08 8:57:08.5260,0.18,-0.27,-0.69
2020-12-08 8:57:08.5290,0.18,-0.27,-0.69
2020-12-08 8:57:08.5450,-0.5,-0.97,-0.46
2020-12-08 8:57:08.5490,-1.21,-1.63,-0.19
2020-12-08 8:57:08.5650,-3.38,-2.17,0.42
2020-12-08 8:57:08.5690,-3.38,-2.17,0.42
2020-12-08 8:57:08.5850,-6.15,-0.77,1.14
2020-12-08 8:57:08.5880,-6.15,-0.77,1.14
2020-12-08 8:57:08.6230,-7.83,0.38,2.02
2020-12-08 8:57:08.6240,-7.83,0.38,2.02
2020-12-08 8:57:08.6290,-7.86,0.12,2.04
2020-12-08 8:57:08.6330,-7.43,-0.16,1.59
2020-12-08 8:57:08.6480,-6.96,-0.06,0.75
2020-12-08 8:57:08.6490,-6.96,-0.06,0.75
2020-12-08 8:57:08.6680,-5.83,2.36,-1.41
2020-12-08 8:57:08.6710,-5.83,2.36,-1.41
2020-12-08 8:57:08.6870,-2.37,3.95,-1.43
2020-12-08 8:57:08.6900,-2.37,3.95,-1.43
2020-12-08 8:57:08.7160,1.91,3.16,-2.14
2020-12-08 8:57:08.7160,1.91,3.16,-2.14
2020-12-08 8:57:08.7250,5.21,0.56,-3.03
2020-12-08 8:57:08.7280,5.21,0.56,-3.03
2020-12-08 8:57:08.7450,6.14,-0.72,-3.24
2020-12-08 8:57:08.7490,6.53,-1.76,-3.32
2020-12-08 8:57:08.7650,6.12,-3.09,-3.4
2020-12-08 8:57:08.7680,6.12,-3.09,-3.4
2020-12-08 8:57:08.7840,5.57,-3.36,-3.36
2020-12-08 8:57:08.7840,5.57,-3.36,-3.36
2020-12-08 8:57:08.8170,3.55,-3.71,-3.48
2020-12-08 8:57:08.8170,3.55,-3.71,-3.48
2020-12-08 8:57:08.8250,1.99,-3.43,-3.7
2020-12-08 8:57:08.8280,1.99,-3.43,-3.7
2020-12-08 8:57:08.8450,1.26,-3.16,-3.78
2020-12-08 8:57:08.8490,0.59,-2.87,-3.86
2020-12-08 8:57:08.8650,0.01,-2.52,-3.93
2020-12-08 8:57:08.8680,-0.44,-2.0,-3.93
2020-12-08 8:57:08.8850,-0.91,-0.45,-3.59
2020-12-08 8:57:08.8890,-0.91,-0.45,-3.59
2020-12-08 8:57:08.9170,-0.96,0.86,-2.9
2020-12-08 8:57:08.9180,-0.96,0.86,-2.9
2020-12-08 8:57:08.9250,-1.18,0.83,-1.98
2020-12-08 8:57:08.9280,-1.18,0.83,-1.98
2020-12-08 8:57:08.9450,-1.31,0.52,-1.6
2020-12-08 8:57:08.9490,-1.29,0.19,-1.24
2020-12-08 8:57:08.9650,-1.57,-0.68,-0.24
2020-12-08 8:57:08.9680,-1.57,-0.68,-0.24
2020-12-08 8:57:08.9860,-3.16,-1.94,0.75
2020-12-08 8:57:08.9890,-3.16,-1.94,0.75
2020-12-08 8:57:09.0160,-4.43,-3.2,1.56
2020-12-08 8:57:09.0170,-4.43,-3.2,1.56
2020-12-08 8:57:09.0250,-4.7,-3.9,1.62
2020-12-08 8:57:09.0280,-4.57,-4.1,1.15
2020-12-08 8:57:09.0480,-4.28,-2.2,-0.59
2020-12-08 8:57:09.0510,-4.28,-2.2,-0.59
2020-12-08 8:57:09.0670,-3.16,0.4,-1.5
2020-12-08 8:57:09.0670,-3.16,0.4,-1.5
2020-12-08 8:57:09.0860,-0.21,0.63,-1.89
2020-12-08 8:57:09.0890,-0.21,0.63,-1.89
2020-12-08 8:57:09.1160,2.8,-0.9,-2.48
2020-12-08 8:57:09.1170,2.8,-0.9,-2.48
2020-12-08 8:57:09.1250,4.23,-2.46,-2.78
2020-12-08 8:57:09.1270,4.23,-2.46,-2.78
2020-12-08 8:57:09.1450,4.35,-2.82,-2.86
2020-12-08 8:57:09.1480,4.21,-2.85,-2.92
2020-12-08 8:57:09.1650,3.49,-2.46,-2.97
2020-12-08 8:57:09.1680,3.49,-2.46,-2.97
2020-12-08 8:57:09.1850,2.59,-2.09,-2.97
2020-12-08 8:57:09.1870,2.59,-2.09,-2.97
2020-12-08 8:57:09.2160,1.55,-1.8,-3.06
2020-12-08 8:57:09.2170,1.55,-1.8,-3.06
2020-12-08 8:57:09.2250,0.58,-1.19,-3.08
2020-12-08 8:57:09.2270,0.58,-1.19,-3.08
2020-12-08 8:57:09.2450,0.22,-0.78,-3.03
2020-12-08 8:57:09.2490,-0.01,-0.3,-2.89
2020-12-08 8:57:09.2650,-0.2,0.59,-2.37
2020-12-08 8:57:09.2680,-0.2,0.59,-2.37
2020-12-08 8:57:09.2850,-0.08,1.09,-1.6
2020-12-08 8:57:09.2880,-0.08,1.09,-1.6
2020-12-08 8:57:09.3160,-0.13,0.66,-0.66
2020-12-08 8:57:09.3160,-0.13,0.66,-0.66
2020-12-08 8:57:09.3240,-0.36,0.24,-0.14
2020-12-08 8:57:09.3270,-0.64,-0.14,0.34
2020-12-08 8:57:09.3450,-0.9,-0.34,0.81
2020-12-08 8:57:09.3480,-1.36,-0.42,1.2
2020-12-08 8:57:09.3650,-2.9,-1.26,1.8
2020-12-08 8:57:09.3680,-2.9,-1.26,1.8
2020-12-08 8:57:09.3870,-3.39,-2.05,1.98
2020-12-08 8:57:09.3870,-3.39,-2.05,1.98
2020-12-08 8:57:09.4200,-3.1,-3.85,0.73
2020-12-08 8:57:09.4200,-3.1,-3.85,0.73
2020-12-08 8:57:09.4270,-3.51,-2.55,-1.47
2020-12-08 8:57:09.4300,-3.51,-2.55,-1.47
2020-12-08 8:57:09.4470,-3.19,-0.25,-2.94
2020-12-08 8:57:09.4480,-3.19,-0.25,-2.94
2020-12-08 8:57:09.4650,-0.93,0.07,-3.68
2020-12-08 8:57:09.4680,-0.93,0.07,-3.68
2020-12-08 8:57:09.4860,0.6,-0.47,-3.94
2020-12-08 8:57:09.4890,2.06,-1.18,-4.14
2020-12-08 8:57:09.5130,4.26,-2.38,-4.42
2020-12-08 8:57:09.5140,4.26,-2.38,-4.42
2020-12-08 8:57:09.5250,4.9,-2.73,-4.49
2020-12-08 8:57:09.5270,5.26,-2.95,-4.46
2020-12-08 8:57:09.5450,5.32,-3.02,-4.35
2020-12-08 8:57:09.5480,5.02,-2.98,-4.21
2020-12-08 8:57:09.5650,4.52,-2.94,-3.98
2020-12-08 8:57:09.5670,3.88,-2.93,-3.7
2020-12-08 8:57:09.5850,3.04,-2.9,-3.39
2020-12-08 8:57:09.5870,2.05,-2.81,-3.1
2020-12-08 8:57:09.6150,0.15,-2.23,-2.7
2020-12-08 8:57:09.6150,0.15,-2.23,-2.7
2020-12-08 8:57:09.6250,-0.65,-1.73,-2.59
2020-12-08 8:57:09.6270,-1.29,-1.2,-2.43
2020-12-08 8:57:09.6450,-1.73,-0.64,-2.16
2020-12-08 8:57:09.6480,-2.0,-0.08,-1.74
2020-12-08 8:57:09.6650,-2.12,0.39,-1.18
2020-12-08 8:57:09.6670,-1.99,0.63,-0.55
2020-12-08 8:57:09.6850,-1.44,-0.24,0.76
2020-12-08 8:57:09.6880,-1.44,-0.24,0.76
2020-12-08 8:57:09.7140,-0.92,-2.06,1.47
2020-12-08 8:57:09.7140,-0.92,-2.06,1.47
2020-12-08 8:57:09.7240,-0.44,-2.65,1.0
2020-12-08 8:57:09.7250,-0.44,-2.65,1.0
2020-12-08 8:57:09.7470,-0.74,-2.29,0.56
2020-12-08 8:57:09.7470,-0.74,-2.29,0.56
2020-12-08 8:57:09.7670,-1.47,-2.51,0.15
2020-12-08 8:57:09.7700,-1.47,-2.51,0.15
2020-12-08 8:57:09.7870,-1.96,-3.41,-0.54
2020-12-08 8:57:09.7880,-1.96,-3.41,-0.54
2020-12-08 8:57:09.8190,-1.68,-3.41,-1.99
2020-12-08 8:57:09.8190,-1.68,-3.41,-1.99
2020-12-08 8:57:09.8260,-0.77,-2.13,-3.7
2020-12-08 8:57:09.8280,-0.77,-2.13,-3.7
2020-12-08 8:57:09.8450,-0.26,-1.74,-4.38
2020-12-08 8:57:09.8480,0.3,-1.7,-4.91
2020-12-08 8:57:09.8660,1.53,-2.25,-5.35
2020-12-08 8:57:09.8690,1.53,-2.25,-5.35
2020-12-08 8:57:09.8850,2.83,-3.06,-5.22
2020-12-08 8:57:09.8880,2.83,-3.06,-5.22
2020-12-08 8:57:09.9150,4.26,-3.57,-5.12
2020-12-08 8:57:09.9150,4.26,-3.57,-5.12
2020-12-08 8:57:09.9250,4.99,-3.7,-5.11
2020-12-08 8:57:09.9280,5.57,-3.9,-5.08
2020-12-08 8:57:09.9450,5.83,-4.16,-5.0
2020-12-08 8:57:09.9490,5.62,-4.46,-4.79
2020-12-08 8:57:09.9650,4.04,-4.57,-4.3
2020-12-08 8:57:09.9680,4.04,-4.57,-4.3
2020-12-08 8:57:09.9850,2.06,-3.42,-4.12
2020-12-08 8:57:09.9880,2.06,-3.42,-4.12
2020-12-08 8:57:10.0140,0.51,-1.93,-4.24
2020-12-08 8:57:10.0150,0.51,-1.93,-4.24
2020-12-08 8:57:10.0250,0.25,-1.24,-4.25
2020-12-08 8:57:10.0270,0.29,-0.79,-4.2
2020-12-08 8:57:10.0450,1.02,-0.64,-4.13
2020-12-08 8:57:10.0450,1.02,-0.64,-4.13
2020-12-08 8:57:10.0650,1.93,-1.42,-4.05
2020-12-08 8:57:10.0680,1.93,-1.42,-4.05
2020-12-08 8:57:10.0850,2.25,-1.84,-3.88
2020-12-08 8:57:10.0880,2.44,-2.1,-3.61
2020-12-08 8:57:10.1140,2.87,-1.61,-2.85
2020-12-08 8:57:10.1140,2.87,-1.61,-2.85
2020-12-08 8:57:10.1250,3.11,-0.86,-2.31
2020-12-08 8:57:10.1280,3.22,-0.04,-1.73
2020-12-08 8:57:10.1450,3.23,0.67,-1.1
2020-12-08 8:57:10.1490,3.16,0.95,-0.26
2020-12-08 8:57:10.1680,2.27,-0.09,2.22
2020-12-08 8:57:10.1710,2.27,-0.09,2.22
2020-12-08 8:57:10.1870,0.92,-0.69,4.84
2020-12-08 8:57:10.1870,0.92,-0.69,4.84
2020-12-08 8:57:10.2130,-0.67,0.66,6.44
2020-12-08 8:57:10.2140,-0.67,0.66,6.44
2020-12-08 8:57:10.2250,-1.49,1.38,6.82
2020-12-08 8:57:10.2270,-2.23,1.96,6.96
2020-12-08 8:57:10.2470,-2.89,2.52,6.85
2020-12-08 8:57:10.2520,-3.48,3.06,6.43
2020-12-08 8:57:10.2650,-4.09,3.28,5.0
2020-12-08 8:57:10.2680,-4.09,3.28,5.0
2020-12-08 8:57:10.2850,-3.85,2.59,4.38
2020-12-08 8:57:10.2880,-3.32,1.53,3.98
2020-12-08 8:57:10.3130,-2.21,-0.03,3.77
2020-12-08 8:57:10.3140,-2.21,-0.03,3.77
2020-12-08 8:57:10.3250,-1.86,-0.24,3.84
2020-12-08 8:57:10.3270,-1.68,-0.15,3.9
2020-12-08 8:57:10.3460,-1.68,0.12,3.86
2020-12-08 8:57:10.3490,-1.84,0.51,3.61
2020-12-08 8:57:10.3650,-2.48,1.3,2.67
2020-12-08 8:57:10.3650,-2.48,1.3,2.67
2020-12-08 8:57:10.3860,-2.95,1.56,1.95
2020-12-08 8:57:10.3890,-2.95,1.56,1.95
2020-12-08 8:57:10.4150,-2.96,1.2,1.54
2020-12-08 8:57:10.4150,-2.96,1.2,1.54
2020-12-08 8:57:10.4260,-2.83,1.09,1.33
2020-12-08 8:57:10.4280,-2.75,1.13,1.05
2020-12-08 8:57:10.4460,-2.72,1.23,0.77
2020-12-08 8:57:10.4490,-2.81,1.22,0.63
2020-12-08 8:57:10.4650,-2.96,0.87,0.78
2020-12-08 8:57:10.4680,-2.96,0.87,0.78
2020-12-08 8:57:10.4860,-2.11,1.09,0.65
2020-12-08 8:57:10.4870,-2.11,1.09,0.65
2020-12-08 8:57:10.5190,-0.34,0.91,0.17
2020-12-08 8:57:10.5200,-0.34,0.91,0.17
2020-12-08 8:57:10.5270,1.32,-0.28,-0.31
2020-12-08 8:57:10.5280,1.32,-0.28,-0.31
2020-12-08 8:57:10.5470,2.41,-0.63,-0.97
2020-12-08 8:57:10.5500,2.41,-0.63,-0.97
2020-12-08 8:57:10.5660,3.07,-0.71,-1.7
2020-12-08 8:57:10.5670,3.07,-0.71,-1.7
2020-12-08 8:57:10.5860,3.32,-0.7,-2.05
2020-12-08 8:57:10.5880,3.62,-0.69,-2.38
2020-12-08 8:57:10.6120,4.39,-0.82,-2.87
2020-12-08 8:57:10.6130,4.39,-0.82,-2.87
2020-12-08 8:57:10.6250,4.77,-0.92,-3.05
2020-12-08 8:57:10.6280,5.04,-1.02,-3.19
2020-12-08 8:57:10.6460,5.2,-1.13,-3.34
2020-12-08 8:57:10.6500,5.21,-1.23,-3.51
2020-12-08 8:57:10.6660,4.8,-1.21,-3.81
2020-12-08 8:57:10.6680,4.8,-1.21,-3.81
2020-12-08 8:57:10.6850,4.33,-0.97,-3.96
2020-12-08 8:57:10.6850,4.33,-0.97,-3.96
2020-12-08 8:57:10.7150,4.12,-0.95,-3.84
2020-12-08 8:57:10.7150,4.12,-0.95,-3.84
2020-12-08 8:57:10.7260,4.06,-1.06,-3.63
2020-12-08 8:57:10.7280,3.99,-1.23,-3.36
2020-12-08 8:57:10.7460,3.88,-1.47,-3.07
2020-12-08 8:57:10.7500,3.72,-1.81,-2.78
2020-12-08 8:57:10.7660,3.52,-2.21,-2.52
2020-12-08 8:57:10.7680,3.24,-2.57,-2.27
2020-12-08 8:57:10.7860,2.44,-2.89,-1.74
2020-12-08 8:57:10.7890,2.44,-2.89,-1.74
2020-12-08 8:57:10.8130,1.51,-2.58,-1.23
2020-12-08 8:57:10.8130,1.51,-2.58,-1.23
2020-12-08 8:57:10.8260,1.09,-2.2,-1.04
2020-12-08 8:57:10.8280,0.76,-1.7,-0.93
2020-12-08 8:57:10.8460,0.51,-1.15,-0.88
2020-12-08 8:57:10.8490,0.29,-0.63,-0.8
2020-12-08 8:57:10.8660,-0.17,0.15,-0.21
2020-12-08 8:57:10.8690,-0.17,0.15,-0.21
2020-12-08 8:57:10.8860,-0.4,0.52,0.32
2020-12-08 8:57:10.8880,-0.59,0.95,0.92
2020-12-08 8:57:10.9120,-0.4,1.77,2.05
2020-12-08 8:57:10.9130,-0.4,1.77,2.05
2020-12-08 8:57:10.9260,-0.28,1.79,2.57
2020-12-08 8:57:10.9280,-0.29,1.54,3.26
2020-12-08 8:57:10.9460,-0.4,1.04,4.42
2020-12-08 8:57:10.9500,-0.83,0.37,5.97
2020-12-08 8:57:10.9660,-1.62,-0.33,7.63
2020-12-08 8:57:10.9690,-2.54,-0.75,8.93
2020-12-08 8:57:10.9860,-4.4,-0.1,8.92
2020-12-08 8:57:10.9890,-4.4,-0.1,8.92
2020-12-08 8:57:11.0140,-5.7,2.49,6.17
2020-12-08 8:57:11.0150,-5.7,2.49,6.17
2020-12-08 8:57:11.0260,-6.12,3.7,5.07
2020-12-08 8:57:11.0280,-6.2,4.39,4.49
2020-12-08 8:57:11.0460,-5.71,4.42,4.38
2020-12-08 8:57:11.0510,-4.53,3.62,4.47
2020-12-08 8:57:11.0660,-1.06,0.24,4.05
2020-12-08 8:57:11.0690,-1.06,0.24,4.05
2020-12-08 8:57:11.0860,0.51,-1.48,3.62
2020-12-08 8:57:11.0890,1.52,-2.57,3.25
